Sample ID,Lake ID,Round,Lake Name,Sampling Date & Time,Year,Total Alkalinity (mg/L as CaCO3),Chlorophyll a (free of pheophytin) (µg/L),Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L),Involatile (Inorganic) Suspended Solids (mg/L),TN (mg/L),Total Phosphorus as P (µg/L),Soluble Reactive Phosphorus as P (µg/L),NO3+NO2 as N (Cadmium-reduced) (mg/L),Lake Depth at Sampling Site (m),Secchi Transparency at Sampling Site (m),Epilimnetic Average Temperature (°C),Epilimnetic Average pH,Epilimnetic Average Dissolved Oxygen (% Saturation),Epilimnetic Average Dissolved Oxygen (mg/L),Epilimnetic Average Specific Conductivity (uS/cm),Epilimnetic Average Total Dissolved Solids (g/L),Epilimnetic Average Turbidity (NTU),Phytoplankton Total Biomass (mg/L),Zooplankton Total Biomass (µg/L),Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Haptophyta,Alona,Anuraeopsis,Ascomorpha,Asplanchna,Asplanchnopus,Bosmina,Brachionus,Calanoida,Ceriodaphnia,Chydorus,Collotheca,Conochilus (Individual),Coulrella,Cyclopoida,Daphnia,Daphnia lumholtzi,Diaphanosoma,Disparalona,Euchlanis,Filinia,Gastropus,Hexarthra ,Kellicottia,Keratella cochlearis,Keratella quadrata,Lecane,Lepadella,Leptodora,Macrochaetus,Moina,Monostyla,Mytilina,Nauplii,Notholca,Platyias,Pleuroxus,Polyarthra,Pompholyx,Proales,Pseudochydorus,Synchaeta,Testudinella,Trichocerca
2005214003,37,3,(037) Fogle Lake (Ringgold ) ,8/2/2005 16:00,,113,93.4,6,5,0.5,1.02,47,0.5,0.17,8,1.15,26.5,8.1,103,8.3,245,,6,15.40082,39.876192,0.56697,0.40352,,0.6858,13.08731,,0.65722,,,,,0.035035,,,0.869511,2.742041,2.684241,,,0.000072,,25.116309,4.063194,,,,,0.048306,,,,0.380858,,,,,,,,,2.83988,,,,1.096745,,,,,,
2009160050,37,1,(037) Fogle Lake (Ringgold ) ,6/9/2009 8:13,,110,21,8.1,8.6,2,1.75,53.1,4.5,0.86,7.4,1,21.2,8.3,87.8,7.8,220,,132.5,37.38919,93.617906,0.63868,0.21816,0.40172,,36.07647,,0.05416,,,,,8.645375,,,,46.631563,,,,,,,28.67139,,,,,,,,,0.768625,,,,,,,,,8.900953,,,,,,,,,,
2009195048,37,2,(037) Fogle Lake (Ringgold ) ,7/14/2009 8:21,,110,3,9.6,4,7.2,1.08,34.1,4.5,0.25,7,2.6,25,8.5,83.8,6.9,230,,1.7,889.03877,59.058842,0.78006,1.76911,,0.53948,885.94404,,0.00608,,,,,,,1.748747,,,,,,,,0.626642,49.207709,,,,,,,,,0.333504,,,,,,,,,6.638087,,,,0.504153,,,,,,
2009223048,37,3,(037) Fogle Lake (Ringgold ) ,8/11/2009 15:53,,110,7,5.6,4,2,0.9,37,4.5,0.25,4.8,1.5,29.5,8.8,94.4,7.2,220,,3.7,21.90823,114.145829,5.74533,0.01324,,0.19152,15.95814,,,,,,0.101306,10.75271,,,0.971588,,,4.641036,,,,70.090629,,,,,,,,,,0.900967,,,,,,,,,23.175289,,,,3.512304,,,,,,
2010165001,37,1,(037) Fogle Lake (Ringgold ) ,6/14/2010 8:03,,74,20,12,4.5,7,1.41,67.3,4,0.25,7.4,0.7,23,8.2,68.4,5.8,170,,18.6,36.37559195,403.672,,0.07801491,,0.284054287,35.82348643,,0.190036319,,,,,36.605,,22.062,,37.874,,,,21.563,,125.947,114.033,,,,4.945,,,,0.15,1.302,,,,,,,,,32.839,,,,6.352,,,,,,
2010214001,37,2,(037) Fogle Lake (Ringgold ) ,8/2/2010 7:58,,80,8,5.8,4.5,2,0.25,34.4,4,0.25,7.1,1.4,28.2,7.9,84,6.5,180,,3.5,9.422164877,530.830689,0.177638053,0.533767942,,0.100852572,8.149193425,,0.460712885,,,,0.150085729,2.169298117,,212.2793667,,41.50322206,219.3238553,5.137628563,,6.756592684,,1.767199973,23.78964789,,,,,0.041128529,,,,0.482746892,,,,,,,,,15.188555,,,,2.241361607,,,,,,
2010258001,37,3,(037) Fogle Lake (Ringgold ) ,9/15/2010 13:35,,101,10,10,4.5,4.5,1.33,41.1,4,0.25,6,1.3,21.5,7.7,89.5,7.9,200,,4.4,30.26752426,135.0202163,0.115279916,0.201120644,,1.186705021,25.92762858,2.488689957,0.348100139,,,,,4.616172675,,33.84849789,,17.34917884,57.7803797,,,0.319197242,,8.951306627,1.773903742,,,,,,,,,0.814330531,,,,,,,,,3.134641829,,,,0.280066571,,,,,,6.152540667
2011165008,37,1,(037) Fogle Lake (Ringgold ) ,6/14/2011 7:07,,88,46,7.6,4,2.5,1.57,44.6,5.5,0.46,7,0.9,21.3,8.3,83.9,7.4,200,0.1,19.1,39.36446799,113.0733638,0.149411218,,,0.122245542,39.09281123,,,,,,,4.79609548,,,,14.89553049,,25.29863956,,0.292505333,,15.77211923,38.15729879,,,,,,,,,0.855693944,,,,,,,,,10.88307692,,,,,,,,,,2.122404058
2011213002,37,2,(037) Fogle Lake (Ringgold ) ,8/1/2011 13:32,,85,46,28.5,15.5,13,2.12,163.5,5.5,0.2,6.9,0.4,30.2,8.5,116.4,8.7,210,0.1,45.6,23.55133709,604.3610191,0.119528974,0.021732541,,0.001811045,23.40826453,,,,,,,,,253.9868851,,28.83318687,107.0991294,31.71692179,,,,68.95810321,95.42752051,,,,,0.08566484,,,,,,,,,,,,,18.18386433,,,,,0.06974307,,,,,
2011255002,37,3,(037) Fogle Lake (Ringgold ) ,9/12/2011 12:10,,80,34,9.7,4,2.5,1.24,64.2,5.5,0.2,6.7,0.5,22.3,8,64.3,5.6,230,0.2,18.9,23.59295804,222.8058669,0.019465282,0.035208099,,0.004325618,23.53395904,,,,,,,,,19.92132539,,,83.77711625,1.353468561,,1.844943751,,64.18198354,30.7883388,,,,,,,,,1.327296846,,,,,,,,,19.51308482,,,,,0.098308956,,,,,
2012163026,37,1,(037) Fogle Lake (Ringgold ) ,6/11/2012 15:22,,91,56,24,13.5,10.5,1.8,37.1,5,0.03,6.5,0.5,24.7,8.8,103,8.6,140,0.2,23.7,118.4629812,250.0362924,0.991317906,2.125153831,0.239225266,1.31348212,113.6854737,,0.108328422,,,,,2.308918184,,13.58745522,,23.80230366,134.233487,10.91034012,,,,17.23401697,43.34756959,,,,,,,,,0.269021314,,,,,,,,,3.057889167,,,,0.914770983,0.370520188,,,,,
2012212009,37,2,(037) Fogle Lake (Ringgold ) ,7/30/2012 16:02,,95,81,25.1,14.9,10.3,1.95,53.1,5,0.03,5.5,0.3,28.1,8.3,154.1,12,160,0.2,18.7,27.93528972,168.9399191,0.805264121,3.229454351,0.061030544,0.938846281,22.65657225,,0.244122176,,,,,,,19.68677318,0.252059665,,119.2778656,7.89177112,,0.642344125,,2.386821304,13.22770846,,,,,0.188937731,,,,0.290844927,,,,,,,,,5.077149491,,,,,0.017643454,,,,,
2012256022,37,3,(037) Fogle Lake (Ringgold ) ,9/12/2012 10:54,,113,21,8,7,1,1.76,87.4,11.1,0.08,5.8,0.8,20.9,7.4,58,5.2,170,0.3,8.3,73.73394053,53.35623884,0.23172503,1.004636637,0.036984844,2.052658816,70.04039832,,0.367536883,,,,,,,,,6.446741615,3.859271148,,,,,22.21111259,16.19067773,,,,,0.030605635,,,,0.522575547,,,,,,,,,3.80398956,,,,0.203125688,0.08813933,,,,,
2013162002,37,1,(037) Fogle Lake (Ringgold ) ,6/11/2013 7:04,,96,8,7,4,1.6,1.76,45.4,7,0.74,7,1,19.4,7.8,95.9,8.8,240,0.2,12.1,4.812903766,118.5910158,0.516063964,0.643242392,,0.422370004,2.812732356,,0.41849505,,,,,,,,,55.268697,21.12089533,,,0.300906917,,,30.02874351,,,,,,,,,0.595745862,,,,,,,,,11.27602719,,,,,,,,,,
2013210002,37,2,(037) Fogle Lake (Ringgold ) ,7/29/2013 16:44,,103,42,12,9.5,1.6,1.67,52.6,7,0.07,6,0.6,23.6,7.9,80.9,6.9,240,0.2,17.5,53.20525288,284.3569453,0.106972566,0.339262025,,0.080015292,52.59298656,,0.086016439,,,,,,,23.14119951,,13.4446426,91.0349047,24.5642329,,,,44.84799149,37.18650637,,20.08928462,,,0.302771243,,,0.038250582,0.60935545,,,,,,,,,28.34588516,,,,0.570244035,0.181676683,,,,,
2013253001,37,3,(037) Fogle Lake (Ringgold ) ,9/10/2013 7:55,,103,48,8.1,7.3,1.6,1.78,59.2,7,0.07,6.1,0.6,25.9,8.4,98.2,8,240,0.2,10.9,61.86063589,175.2630224,,2.467548898,,0.434650815,58.95843618,,,,,,,0.856610355,,,,7.566348059,67.34725606,,,1.890518139,,17.00663647,72.86166,,2.035252408,,,0.093737872,,,0.01020428,0.803600205,,,,,,,,,3.365102242,,,,0.952822671,0.473273606,,,,,
2014167002,37,1,(037) Fogle Lake (Ringgold ) ,6/16/2014 15:00,,96,8.2,4,2.8,1.1,1.09,54.6,6.7,0.03,6.7,1.5,22,7.6,65.2,5.7,230,0.2,3.4,2.541622465,660.8676797,0.047567294,0.037034536,,1.957620672,0.306865676,,0.191854754,0.000679533,,,,15.84036482,,9.208209392,0.072688894,19.88657301,1.866374897,9.687886783,,2.047136615,,180.5444817,282.0878684,,,,,,,,0.023974671,0.427085316,,,,,,,,,135.1337132,,0,,3.711772531,,,,,,0.329549464
2014216015,37,2,(037) Fogle Lake (Ringgold ) ,8/4/2014 16:33,,106,64.3,16.7,12.3,4.3,2.53,107.5,2.8,0.03,5.6,0.5,27,8.9,148.8,11.9,220,0.1,19.8,70.94924855,263.8493373,0.06660946,0.731755484,0.009868068,0.305910111,69.60197232,,0.233133109,,,,,,,97.04435465,,,83.60397423,37.24234436,,0.347375097,,32.24231816,,,,,,,,,,1.945902162,,,,,,,,,7.095019767,,0,,2.863724159,,,,,,1.464324741
2014257002,37,3,(037) Fogle Lake (Ringgold ) ,9/14/2014 16:38,,101,7.9,5.8,2.8,3,1.79,99.8,36.6,0.07,6.8,1.1,18,7.4,31.7,3,220,0.1,6.7,7.818895282,26.3584955,0.872731135,0.540750328,0.197518486,1.138414967,3.691681582,1.275550764,0.10224802,,,,,,,,,,17.72340537,,,0.374817314,,3.057343875,4.093353208,,,,,,,,0.025013694,0.047909153,,,,,,,,,0.848384971,,0,,,,,,,,0.188267915
2015166002,37,1,(037) Fogle Lake (Ringgold ) ,6/15/2015 15:44,,99,27.4,10.6,7.6,3,2.21,95.9,2.2,0.5,7,0.9,23.4,8.2,95.3,8.1,230,0.2,12.3,262.9952577,383.0003309,,0.007618561,,1.777664183,261.209975,,,,,,,,,24.16849259,,,,16.03838099,,,,17.53915992,272.3972223,,,,,,,,,0.135827629,,,,,,,,,39.24491369,,,,2.966890324,,,,,,10.50944346
2015215002,37,2,(037) Fogle Lake (Ringgold ) ,8/3/2015 15:15,,92,59.7,14,10.6,3.4,1.11,106.8,2.2,0.03,6.7,0.5,26.3,8.5,150.3,12.01,210,0.13,11.6,93.76262035,14.65545486,6.848228341,2.948899731,1.392194243,6.218938752,72.94100994,,3.328545628,0.08480371,,,,,,,,,,,,,,4.450642248,,,,,,,,,,0.071599955,,,,,,,,,10.10161609,,,,,,,,,,0.031596562
2015256002,37,3,(037) Fogle Lake (Ringgold ) ,9/13/2015 15:30,,105,16,7.5,4.49,3,1.17,57.1,2.2,0.03,6.9,1,22.1,7.6,87.1,7.6,220,0.14,7.4,19.87139507,410.5868132,0.094555514,0.252148039,0.22413159,,19.25853525,,,0.042024673,,,,,,,,43.66438092,,2.027688032,,,,103.3689016,248.8795921,,1.545975092,,,,,,0.09168158,0.562711377,,,,,,,,,10.40848932,,,,,0.037393217,,,,,
2000187003,38,1,(038) George Wyth Lake (Black Hawk ) ,7/5/2000 0:00,,155,9.6,8,5,3,0.97,,,0.34,4.6,1.58,24.6,8.5,87,7.2,617,,5,39.63201,,0.08888,11.4775,,0.20483,26.30928,1.36082,0.1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000213007,38,2,(038) George Wyth Lake (Black Hawk ) ,7/31/2000 17:00,,103,14.8,11,14,4,1.19,,,0.14,4.6,0.53,25.7,8.9,181,14.8,391,,368,20.83967,37.588115,,0.05078,,0.06771,17.90013,2.82105,,,,,,,,0.877171,,17.75777,,,,,,7.171617,10.070566,,,,,,,,,0.039592,,,,,,,,,1.671399,,,,,,,,,,
2000243001,38,3,(038) George Wyth Lake (Black Hawk ) ,8/30/2000 11:45,,117,4.1,4,5,0.5,1.46,,,0.13,4.6,0.65,23.9,8.5,139,11.7,334,,44,14.68414,23.468818,,,,0.42283,14.1707,,0.09061,,,,,,,0.118681,,3.569354,,,,,,9.567148,9.217188,,,,,,,,,0.017487,,,,,,,,,0.97896,,,,,,,,,,
2001156003,38,1,(038) George Wyth Lake (Black Hawk ) ,6/5/2001 13:00,,142,11.2,12,4,7,1.45,28,,0.46,4.6,1.5,16.5,8.7,,,414,,,14.72786,60.0199,4.46895,0.78765,3.79332,0.12602,1.35112,4.2008,,,,,,,,2.728812,,25.646699,,,,,,,20.422556,,,,,,,,,0.038262,,,,,,,,,9.874609,,,,1.226244,,,,,,0.082718
2001191003,38,2,(038) George Wyth Lake (Black Hawk ) ,7/10/2001 12:00,,111,15,6,44,2,0.89,11,,,4.3,2.1,27.8,8.7,82,6.4,333,,6,9.74303,96.733929,0.0163,0.0163,,0.11736,9.59307,,,,,,,0.139647,,,,33.226429,,,,,,10.525215,44.218723,,,,,,,,,0.65044,,,,,,,,,6.702229,,,,0.553272,,,,,,0.717974
2001219002,38,3,(038) George Wyth Lake (Black Hawk ) ,8/7/2001 8:00,,113,6.6,12,,,0.68,35,,0.29,4.3,2.7,29.8,8.7,99,7.5,383,,6,17.22799,82.527877,5.23945,8.2073,,,2.42249,1.35875,,,,,,,,,,20.689598,,,,,,38.895492,17.777632,,,,,,,,,0.063726,,,,,,,,,4.43046,,,,0.319748,,,,,,0.351221
2002162004,38,1,(038) George Wyth Lake (Black Hawk ) ,6/11/2002 0:00,,156,13.1,4,8,0.5,1.26,29,2.5,0.67,4.3,1.9,23.2,8.3,117,10,690,,,26.21562,128.108505,0.40409,,20.87817,,3.75111,1.18225,,,,,,,,48.610396,,27.381888,,,,0.000168,,,40.674424,,,,,,,,0.094393,0.160871,0.769383,,,,,,,,6.631614,,,,3.466924,,,,,,0.318444
2002197004,38,2,(038) George Wyth Lake (Black Hawk ) ,7/16/2002 15:25,,102,25.8,5,12,0.5,0.83,46,2.5,0.15,4.9,0.9,28.6,8.8,178,13.7,494,,5,27.55674,72.426289,0.92103,0.09243,,,26.54328,,,,,,,,,,,16.309245,,,,,,41.780851,,,,,,,,,,0.169456,,0.281796,,,,,,,13.432872,,,,0.452069,,,,,,
2002224007,38,3,(038) George Wyth Lake (Black Hawk ) ,8/12/2002 0:00,,92,11.2,13,9,5,1.23,75,2.5,0.06,4.9,0.4,26.1,8.9,140,11.4,451,,29,54.90346,163.864533,,,,0.31435,54.58911,,,,,,,,,3.287142,0.076491,28.598034,,,,,,80.052442,27.431029,,,,,,,,,0.101818,,0.044734,,,,,,,23.723765,,,,0.549078,,,,,,
2003161003,38,1,(038) George Wyth Lake (Black Hawk ) ,6/10/2003 16:00,,113,14.9,8,16,5,1.66,43,3,0.78,4,1.75,19.9,8.5,105,9.5,566,,18,13.60767,275.683798,1.28531,0.51257,9.56795,0.70413,1.53771,,,,,,,3.194943,,110.710051,,69.271647,,,,0.0003,,3.850984,65.886217,,,,,,,,,3.961913,,0.058167,,,,,,,17.734038,,,,1.015538,,,,,,
2003197005,38,2,(038) George Wyth Lake (Black Hawk ) ,7/16/2003 0:00,,88,19.6,6,9,0.5,1.16,36,2.5,0.28,4.5,1.3,27.2,8.8,168,13.4,544,,19,12.95856,132.110001,0.15037,3.25132,0.04348,0.03865,9.04184,0.42738,0.00552,,,,,,,1.795387,0.937684,65.710403,,,,0.003131,,,3.236072,,,,,,,,,0.282364,,,,,,,,,59.131762,,,,1.013198,,,,,,
2003224003,38,3,(038) George Wyth Lake (Black Hawk ) ,8/12/2003 0:00,,83,23.3,,,,0.93,50,,0.06,4.7,1.27,26.2,8.7,128,10.3,552,,12,44.44049,110.637324,0.32777,0.70851,0.56284,0.00815,42.80571,,0.02751,,,,,,,11.085924,,58.213505,,,,,,1.312595,15.510398,,,,,,,,,0.739279,,,,,,,,,23.391357,,,,0.283191,0.101075,,,,,
2004160003,38,1,(038) George Wyth Lake (Black Hawk ) ,6/8/2004 10:15,,140,10.3,5,3,0.5,1.1,32,7,0.56,4.8,1.85,24.1,8.4,112,9.4,581,,6,20.38112,391.185014,0.36222,0.19098,,0.11142,17.99976,1.71674,,,,,,,,32.699975,1.053335,268.880928,,,,0.006131,,1.272759,68.501712,,,,,,,,,1.259879,,,,,,,,,16.449225,,,,1.06107,,,,,,
2004195002,38,2,(038) George Wyth Lake (Black Hawk ) ,7/13/2004 10:30,,139,17.4,5,20,0.5,0.14,41,2.5,0.06,4.4,1.85,25.2,9,154,12.7,561,,3,3.67537,465.335553,0.05108,0.40947,0.26996,0.40372,2.45463,0.0804,0.00611,,,,,,,3.360643,,322.0879,,,,,,93.025494,11.687301,,,,,,,,,0.657931,,,,,,,,,31.099976,,,,0.604316,2.811992,,,,,
2004223002,38,3,(038) George Wyth Lake (Black Hawk ) ,8/10/2004 8:00,,145,21,13,9,7,0.56,46,3,0.06,4.4,1.05,23.8,8,84,7.1,839,,17,60.80887,101.213918,0.25824,1.81173,0.36091,0.04753,58.11635,0.20265,0.01146,,,,,,,0.237092,0.024408,28.40582,,,,,,33.010534,28.113675,,,,,,,,0.016117,0.058255,,,,,,,,,10.389785,,,,0.865531,0.008351,,,,,0.08435
2005165004,38,1,(038) George Wyth Lake (Black Hawk ) ,6/14/2005 9:45,,145,20.7,8,8,2,0.86,31,2.5,0.19,4.6,1.85,24.1,8.5,125,10.5,611,,44,3.04348,162.679033,0.38001,2.28977,,0.05614,0.30473,,0.01283,,,,,,,,,49.962067,,,,0.000357,,29.146354,56.879074,,,,,,,,,0.399146,3.687166,,,,,,,,9.837868,,,,12.767001,,,,,,
2005200003,38,2,(038) George Wyth Lake (Black Hawk ) ,7/19/2005 10:00,,130,39.1,10,3,2,0.72,38,2.5,0.06,4.9,1.25,27.8,8.7,86,6.8,579,,74,18.75553,82.704034,0.58823,0.55149,0.39915,0.75151,12.88996,2.7786,0.79659,,,,,,,,,9.04402,,,,,,53.716832,12.448146,,,,,,,,,0.176277,,,,,,,,,7.067551,,,,0.064564,0.186644,,,,,
2005221003,38,3,(038) George Wyth Lake (Black Hawk ) ,8/9/2005 8:20,,105,85,10,,,1.06,35,2.5,0.06,4.3,0.55,27.3,8.5,188,14.9,522,,15,47.61078,22.807144,0.10005,0.20069,,0.69709,46.47956,0.01721,0.11618,,,,,,,,,3.309496,,,,,,12.320824,3.766781,,,,,,,,,0.07614,,,,,,,,,2.581281,,,,,0.752622,,,,,
2006164002,38,1,(038) George Wyth Lake (Black Hawk ) ,6/13/2006 12:43,,152,10.9,8,12,3,1.41,30,2.5,0.14,3.9,1.55,21.8,8.9,112,9.9,633,,7,41.77814,77.582203,0.22745,1.33793,,0.93253,39.28023,,,,,,,,,3.154045,,63.317504,,,,,,,,,,,,,,,,0.208083,,,,,,,,,6.041445,,,,4.805078,0.056048,,,,,
2006199002,38,2,(038) George Wyth Lake (Black Hawk ) ,7/18/2006 12:00,,130,12.2,8,4,2,0.78,26,,0.06,3.5,1.3,28.6,8.6,143,11.1,633,,324,29.93997,114.527965,0.10145,0.06411,0.0842,0.22703,29.42326,,0.03992,,,,,,,,0.065472,41.610776,,,,,,43.175094,12.697457,,,,,,,,,0.230398,,,,,,,,,15.655298,,,,1.09347,,,,,,
2006227002,38,3,(038) George Wyth Lake (Black Hawk ) ,8/15/2006 14:10,,122,52.7,16,4,6,1.06,49,2.5,0.06,3.6,0.85,26,9.2,128,10.4,586,,31,31.54456,104.076944,1.34741,0.24559,,0.52331,29.32496,,0.10329,,,,,,,,,39.803364,,,,,,48.828507,2.045484,,,,,,,,,0.163094,,0.388698,,,,,,,11.31329,,,,1.534507,,,,,,
2007163018,38,1,(038) George Wyth Lake (Black Hawk ) ,6/12/2007 9:00,,139,36.5,10,3,6,0.69,31,2.5,0.29,4.3,0.8,24,8.4,154,13,576,,11,44.79802,41.111336,,0.17046,,,44.62756,,,,,,,,,3.067685,,18.088521,,,,,,4.047146,11.233298,,,,,,,,,0.119156,,,,,,,,,4.235625,,,,0.319905,,,,,,
2007198018,38,2,(038) George Wyth Lake (Black Hawk ) ,7/17/2007 12:02,,132,26.3,7,7,2,0.69,38,2.5,0.29,4.2,0.8,25.9,8.8,116,9.4,559,,11,88.27531,35.515734,,0.35553,,,87.80891,0.11087,,,,,,,,,,18.457915,,,,,,7.278456,2.673985,,,,,0.021568,,,,0.023352,,,,,,,,,6.833606,,,,0.080551,0.146301,,,,,
2007219020,38,3,(038) George Wyth Lake (Black Hawk ) ,8/7/2007 16:30,,186,39.5,10,8,2,0.69,39,2.5,0.29,3.9,0.65,26.1,8.8,136,11,516,,19,41.4293,46.14116,,,,0.11706,40.79811,,0.51413,,,,,,,0.254969,0.008653,19.644468,,,,,,12.07541,3.998126,,,,,,,,0.009982,0.018951,,,,,,,,,10.067174,,,,,0.063427,,,,,
2009175031,38,1,(038) George Wyth Lake (Black Hawk ) ,6/24/2009 15:56,,126,36,8.3,4,2,1.03,57.1,4.5,0.25,4.6,0.9,25.5,8.6,115.1,9.4,440,,9,29.46709,697.001914,1.01331,0.0409,,0.3983,26.89081,1.12377,,,,,,43.022474,,312.785497,,22.366442,,,,,,94.752314,211.909369,,,,0.023507,,,,0.173071,0.286283,,,,,,,,,11.317644,,,,0.365313,,,,,,
2009210002,38,2,(038) George Wyth Lake (Black Hawk ) ,7/29/2009 7:30,,129,15,15.2,13.6,2,1.5,84,4.5,0.25,4.5,0.5,23.8,8.7,93.3,7.9,430,,18,91.34611,529.590872,0.44889,0.044,19.82334,0.50659,69.8661,,0.65719,,,,0.033438,,,79.597916,,51.958161,,18.681798,,,,99.243741,257.506976,,,,,0.095745,,,0.117829,0.648297,,,,,,,,,20.161701,,,,1.54527,,,,,,
2009231036,38,3,(038) George Wyth Lake (Black Hawk ) ,8/19/2009 13:44,,112,37,14.1,10.5,2,1.33,83.8,4.5,0.25,4.5,0.7,24.7,8.7,88.3,7.3,420,,15.2,76.29646,27.197535,1.36227,0.10075,,0.68199,72.59178,1.05011,0.50956,,,,,,,,,4.709746,,,,,,7.657836,2.127052,,,,,,,,,0.12134,,,,,,,,,12.094287,,,,0.487274,,,,,,
2010158009,38,1,(038) George Wyth Lake (Black Hawk ) ,6/7/2010 14:09,,152,3,2.5,4.5,2,0.25,23.2,4,0.25,4.8,3.3,24,8.1,135.2,11.4,510,,1.1,5.528697643,102.978,0.003750985,0.391492889,0.439938496,1.565404172,1.154061678,1.965320485,0.008728938,,,,0.087,,,14.848,0.219,,,5.443,,,,1.203,65.292,,,,,,,,0.041,1.089,,,,,,,,,12.087,,,,2.063,0.606,,,,,
2010207021,38,2,(038) George Wyth Lake (Black Hawk ) ,7/26/2010 14:44,,136,10,13.4,4.5,5.2,0.25,40.4,4,0.25,5.5,1.1,27.5,8.1,121.9,9.6,460,,2,37.81159376,3.267345694,0.79780756,0.514067322,,0.395770135,35.59800476,0.297362426,0.208581558,,,,,,,,,,,,,,,,,,,,,,,,,0.007851761,,,,,,,,,2.534182156,,,,0.444937859,,,,0.280373918,,
2010253001,38,3,(038) George Wyth Lake (Black Hawk ) ,9/10/2010 16:20,,180,10,2.5,4.5,2,2.22005,51.3,4,0.25,5,1,21.1,7.9,117.3,10.4,510,,4,18.74684852,2.513394001,0.442108755,5.621141362,0.180923402,0.425414485,11.35020516,,0.727055359,,,,,,,1.37194084,0.632652093,,,,,,,,,,,,,,,,,0.005145588,,,,,,,,,0.31818558,,,,0.143409455,,,,0.042060445,,
2011158013,38,1,(038) George Wyth Lake (Black Hawk ) ,6/7/2011 15:06,,147,6,3,4,2.5,2.5765,38,5.5,0.2,4.6,1.6,25.7,8.6,155.1,12.6,510,0.3,2.7,4.887867017,2.561352491,0.419258538,0.515573309,0.073070543,0.779297338,2.79214722,0.180646619,0.12787345,,,,,0.244061127,,0.117903293,,,,0.061765842,,0.000217736,,1.458174499,0.494800911,,,,,,,,,0.001116724,,,,,,,,,0.181663825,,,,0.001648534,,,,,,
2011207013,38,2,(038) George Wyth Lake (Black Hawk ) ,7/26/2011 15:00,,125,10,3,4,2.5,0.25,44.5,5.5,0.2,4.4,1.1,29.2,8.2,120.9,9.2,450,0.3,2.9,12.0065667,7.280912783,1.238949298,0.080845219,,0.033952002,10.59340418,,0.059416003,,,,,,,,0.904600366,,,,,,,,,,,,,,,,,0.009464265,,,,,,,,,2.151233071,,,,4.215615081,,,,,,
2011249006,38,3,(038) George Wyth Lake (Black Hawk ) ,9/6/2011 14:05,,112,47,7.2,4,2.5,0.25,64.4,5.5,0.2,4.2,0.9,22.9,8.1,160.1,13.8,460,0.3,10.1,12.65449445,16.5590132,0.163603306,0.131526478,,0.907243649,11.15181558,,0.300305435,,,,,,,1.79405323,0.156884882,,,,,0.016049431,,1.663048531,,,,,,,,,0.010998757,0.010918526,,,,,,,,,8.344678433,,,,4.562381409,,,,,,
2012158025,38,1,(038) George Wyth Lake (Black Hawk ) ,6/6/2012 10:57,,142,19,11.5,6.5,5,0.8198,50.1,5,0.03,3.5,1.3,22.9,8.5,137.3,11.8,370,0.6,7.3,64.82596884,26.67358719,5.422935967,4.128828307,1.220191611,0.350889981,52.28767807,,1.415444907,,,,,0.414233388,,10.17539786,0.4041919,,,,,,,,,,,,,,,,,0.128046857,,,,,,,,,14.64221269,,,,0.162591813,,,,,,0.746912683
2012206010,38,2,(038) George Wyth Lake (Black Hawk ) ,7/24/2012 9:51,,127,33,6.6,6.6,1,0.82,70.3,5,0.09,3.6,1,28.7,8.6,128.6,9.9,360,0.6,7.3,15.31893038,14.11114496,0.822228336,0.397129713,,0.329279099,13.13553834,0.178524813,0.456230077,,,,,0.1890055,,,1.309414524,,,,,,,7.051808133,,,,,,,,,,0.005679083,,,,,,,,,5.555237717,,,,,,,,,,
2012249003,38,3,(038) George Wyth Lake (Black Hawk ) ,9/5/2012 10:15,,121,31,12,10.7,1,0.7614,115.5,11.9,0.03,3.4,0.6,25.1,8.2,89.8,7.4,350,0.5,8.2,74.58999284,31.00889815,8.68195672,1.00621513,,0.630512217,63.53727962,,0.734029149,,,,,,,0.365252102,0.232204943,18.15288228,,,,,,3.538002703,3.183576818,,,,,,,,,,,,,,,,,,5.365048991,,,,0.17193031,,,,,,
2013203005,38,2,(038) George Wyth Lake (Black Hawk ) ,7/22/2013 14:16,,135,9,6.3,4.3,1.6,0.7913,14.2,7,0.07,4.7,1,27.9,8.5,115.1,9,490,0.3,5.7,9.786318849,26.74867678,3.052076551,0.075721136,0.207274288,0.195864694,2.376595677,,0.577610688,3.301175815,,,,,,,0.063376392,,,,,0.014672803,,11.98359006,,,,,,,,,,0.064385784,,,,,,,,,8.664687068,,,,4.254556445,,,,1.599379441,,0.104028784
2013245005,38,3,(038) George Wyth Lake (Black Hawk ) ,9/2/2013 14:39,,125,19,7.7,5.7,1.6,0.86595,37.1,7,0.07,4.2,1.1,26.3,8.4,116.8,9.4,480,0.3,7.1,45.70791315,7.764147501,0.329089653,0.677765669,,1.183517354,42.59576253,,0.204839542,0.716938397,,,,,,0.202131248,0.252831522,,,,,,,0.444243248,,,,,,,,,,0.020216907,,,,,,,,,6.369629036,,,,0.298785454,,,,,,0.176310086
